source_file,batch_id,run_timestamp,line_number,paper_id,title,paper_url,published,lead_author,lead_author_surname,author_surnames,authors_full,relevance_score,is_relevant,needs_summary,summary,key_insight,present_in_lit_review
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,69,2506.22513v1,Automated Defect Identification and Categorization in NDE 4.0 with the Application of Artificial Intelligence,http://arxiv.org/abs/2506.22513v1,2025-06-26T06:25:36+00:00,Aditya Sharma,Sharma,Sharma,Aditya Sharma,1,False,True,"The paper presents an-based framework using a modified U-Net model to automatically detect and categorize defects in radiographic images of airplane welds, leveraging data augmentation and achieving high detection accuracy with low false call rates.",This research focuses on industrial non-destructive testing and has no practical relevance to actuarial claims reserving or loss prediction.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,70,2009.04485v1,Aspect Classification for Legal Depositions,http://arxiv.org/abs/2009.04485v1,2020-09-09T18:00:15+00:00,Saurabh Chakravarty,Chakravarty,Chakravarty; Chekuri; Mehrotra; Fox,Saurabh Chakravarty; Satvik Chekuri; Maanav Mehrotra; Edward A. Fox,2,False,False,,"While potentially useful for claim documentation analysis, the paper lacks direct connection to claims reserving methodology, probabilistic forecasting, or actuarial model development.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,71,1804.09253v4,DeepTriangle: A Deep Learning Approach to Loss Reserving,http://arxiv.org/abs/1804.09253v4,2018-04-24T20:47:04+00:00,Kevin Kuo,Kuo,Kuo,Kevin Kuo,9,True,True,"The paper introduces DeepTriangle a deep learning framework for loss reserving that jointly models paid losses and claims outstanding accommodating heterogeneous inputs, demonstrating improved predictive accuracy over traditional stochastic methods with minimal feature engineering.","DeepTriangle offers a practical, automated deep learning solution for loss reserving that outperforms traditional stochastic methods while requiring little expert input or feature engineering.",True
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,72,2203.12750v1,Copula-based Modeling for IBNR Claim Loss Reserving,http://arxiv.org/abs/2203.12750v1,2022-03-23T22:24:00+00:00,Samira Zaroudi,Zaroudi,Zaroudi; Faridrohani; Behzadi; Safari-Katesari,Samira Zaroudi; Mohammad Reza Faridrohani; Mohammad Hassan Behzadi; Hadi Safari-Katesari,8,True,True,"The copula-based model to capture dependencies betweenNR variables—time between occurrences and delay time—and validates it via simulation and real-world auto insurer data, benchmarking against the classical chain ladder model.","Copula modeling improves IBNR estimation by explicitly capturing dependency structures between claim timing variables, offering a practical alternative to traditional methods.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,73,2111.05324v2,Average-case Speedup for Product Formulas,http://arxiv.org/abs/2111.05324v2,2021-11-09T18:49:48+00:00,Chi-Fang,Chi-Fang,Chi-Fang; Chen; Brandão,Chi-Fang; Chen; Fernando G. S. L. Brandão,0,False,True," paper analyzes the average performance of product formulas (rotterization) in quantum simulation, showing they often outperform worst bounds for typical input states, with implications for gate complexity in quantum algorithms.","Product formulas in quantum simulation perform significantly better on average than worst-case estimates suggest, especially for highly connected systems and specific input state distributions.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,74,2510.27204v1,Functional Analysis of Loss-development Patterns in P&C Insurance,http://arxiv.org/abs/2510.27204v1,2025-10-31T05:54:48+00:00,Arthur Charpentier,Charpentier,Charpentier; Guo; Ludkovski,Arthur Charpentier; Qiheng Guo; Mike Ludkovski,8,True,True,"The paper applies functional data to loss development patterns in’ compensation, using PCA and bootstrapping to forecast incomplete ILR curves and quantify uncertainty, outperforming Chain Ladder in probabilistic scoring.","Functional data methods enable accurate probabilistic forecasting of loss development curves with joint uncertainty quant, offering a practical alternative to traditional-based reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,75,2509.24158v1,Blockwise Missingness meets AI: A Tractable Solution for Semiparametric Inference,http://arxiv.org/abs/2509.24158v1,2025-09-29T01:17:28+00:00,Qi Xu,Xu,Xu; Testa; Lei; Roeder,Qi Xu; Lorenzo Testa; Jing Lei; Kathryn Roeder,3,False,False,,"The method enables efficient parameter estimation under complex missingness patterns by integrating pre-trained AI models into semiparametric inference, with guaranteed asymptotic efficiency regardless model accuracy.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,76,1801.01792v1,Dynamic and granular loss reserving with copulae,http://arxiv.org/abs/1801.01792v1,2018-01-05T15:25:42+00:00,Matúš Maciak,Maciak,Maciak; Okhrin; Pešta,Matúš Maciak; Ostap Okhrin; Michal Pešta,8,True,True,"The paper addresses limitations of aggregate triangle methods by proposing a granular, claim-level reserving approach using time-varying copulas to model dependencies and improve reserve estimation.","Time-varying copulas applied at the individual claim level offer a flexible, dependency-aware framework to overcome information loss and instability inherent in traditional aggregated triangle reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,77,1908.05200v1,Nonparametric modeling cash flows of insurance company,http://arxiv.org/abs/1908.05200v1,2019-08-14T16:18:15+00:00,Valery Baskakov,Baskakov,Baskakov; Sheparnev; Yanenko,Valery Baskakov; Nikolay Sheparnev; Evgeny Yanenko,7,True,True,"The paper introduces a nonparametric method for modeling insurance cash flows and reserves using individual claim data, validated against traditional methods like chain-ladder and Bornhuetter-Ferguson, with applications in reserve redistribution and IAS 17 compliance.","The proposed additive, claim-level nonparametric approach yields reserve estimates comparable to traditional actuarial methods while enabling granular portfolio and time-interval analysis.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,78,2009.12071v2,Mott transition and electronic excitation of the Gutzwiller wavefunction,http://arxiv.org/abs/2009.12071v2,2020-09-25T07:40:11+00:00,Masanori Kohno,Kohno,Kohno,Masanori Kohno,0,False,True," paper the Mott in condensed matter physics using Gutzwiller wavefunction and Monte Carlo methods, focusing on electronicitation behavior across lattice structures and challenging conventional Fermi-liquid interpretations.","The Mott transition is better understood as freezing of charge degrees of freedom while spin remains active, even under Fermi-liquid-like ground states.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,79,1903.10447v1,Frequency-splitting estimators of single-propagator traces,http://arxiv.org/abs/1903.10447v1,2019-03-25T16:29:49+00:00,Leonardo Giusti,Giusti,Giusti; Harris; Nada; Schaefer,Leonardo Giusti; Tim Harris; Alessandro Nada; Stefan Schaefer,0,False,True," paper-splitting estimators to reduce variance in lattice QCD calculations of single-propagator traces, achieving significant computational efficiency gains for specific ferm bilinears and disconnected correlation functions.","Frequency-splitting estimators drastically reduce computational cost in lattice QCD by minimizing-induced variance, enabling more efficient calculation of disconnected diagrams relevant to particle physics.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,80,2109.08109v3,Standard Errors for Calibrated Parameters,http://arxiv.org/abs/2109.08109v3,2021-09-16T16:57:46+00:00,Matthew D. Cocci,Cocci,Cocci; Plagborg-Møller,Matthew D. Cocci; Mikkel Plagborg-Møller,3,False,True,"The derives conservative standard for calibrated structural models using only variances of empirical moments, applicable to over-identified models and moment selection, with applications in macroeconomic pricing models.","The paper provides a method to compute valid confidence intervals for calibrated parameters without requiring full correlation structure estimates, but it lacks direct application to claims reserving oruarial practice.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,81,2603.14543v1,Gradient Boosting for Spatial Panel Models with Random and Fixed Effects,http://arxiv.org/abs/2603.14543v1,2026-03-15T18:33:56+00:00,Michael Balzer,Balzer,Balzer; Benlahlou,Michael Balzer; Adhen Benlahlou,5,False,True,"The paper introduces a gradient boosting algorithm for spatial panel models with and fixed effects, applicable to high and demonstrated on non-life insurance data in Italian districts among other domains.","While the method is adaptable and includes an insurance application, it lacks direct focus on claims reserving mechanics, its practical value to actuarial reserving limited without further adaptation.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,82,1911.02418v1,Modelling extreme claims via composite models and threshold selection methods,http://arxiv.org/abs/1911.02418v1,2019-11-06T14:56:06+00:00,Yinzhi Wang,Wang,Wang; Haff; Huseby,Yinzhi Wang; Ingrid Hobæk Haff; Arne Huseby,6,False,False,,"The square root rule performs best for reserve estimation with sufficient data, while simultaneous estimation excels with small samples, bulk distribution choice significantly affects results—especially in heavy-tailed cases.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,83,2512.18558v1,Distributionally Robust Multi-Agent Reinforcement Learning for Intelligent Traffic Control,http://arxiv.org/abs/2512.18558v1,2025-12-21T01:19:24+00:00,Shuwei Pei,Pei,Pei; Borger; Kosay; Sayin; Ahmed,Shuwei Pei; Joran Borger; Arda Kosay; Muhammed O. Sayin; Saeed Ahmed,0,False,True,"Theally robust multi-agent reinforcement learning method for traffic signal, trained on real and synthetic traffic scenarios to improve performance under adversarial conditions, with significant gains in queue reduction and speed increase.",This research focuses on traffic control optimization using reinforcement learning under demand uncertainty and has no relevance to actuarial claims reserving or loss reserving.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,84,1701.03934v1,Robust bootstrap procedures for the chain-ladder method,http://arxiv.org/abs/1701.03934v1,2017-01-14T15:33:42+00:00,Kris Peremans,Peremans,Peremans; Segaert; Aelst; Verdonck,Kris Peremans; Pieter Segaert; Stefan Van Aelst; Tim Verdonck,8,True,True,"The introduces robust bootstrap methods for the-ladder reserving technique to handle outliers in claims data, evaluating their performance on simulated and real datasets while enabling better uncertainty quantification for one-year risk measures.","Robust bootstrap procedures improve the reliability of reserve estimates and uncertainty quantification in the presence of outliers, making them practically valuable for actuarial reserving practice.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,85,1608.03948v1,Quantitative measure for the spin-charge separation in two dimensional Hubbard model,http://arxiv.org/abs/1608.03948v1,2016-08-13T07:31:19+00:00,Amir Youssefi,Youssefi,Youssefi; Ansari-Fard; Jafari,Amir Youssefi; M. Ansari-Fard; S. A. Jafari,0,False,False,,The proposed measure ζ(t) quantifies spin-charge separation and may serve as an order parameter for Mott insulating phases in 2D Hubbard systems.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,86,1808.07351v2,Long monotone trails in random edge-labelings of random graphs,http://arxiv.org/abs/1808.07351v2,2018-08-22T13:43:00+00:00,Omer Angel,Angel,Angel; Ferber; Sudakov; Tassion,Omer Angel; Asaf Ferber; Benny Sudakov; Vincent Tassion,0,False,True,"This studies the length of the longest increasing trail or path in random graphs with randomly assigned edge labels, focusing on asymptotic behavior in Erdős-Rényi graphs and complete graphs.","The paper establishes asymptotically tight bounds for the length of the longest increasing trail in random-labeled graphs, but has no practical relevance actuarial claims reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,87,1912.10526v1,Building and Testing Yield Curve Generators for P&C Insurance,http://arxiv.org/abs/1912.10526v1,2019-12-22T20:13:23+00:00,Gary Venter,Venter,Venter; Shang,Gary Venter; Kailan Shang,2,False,True,"This paper focuses on yield curve for P&C insurers to assess interest rate risk, emphasizing model testing against historical and evolving market behavior, but does not address claimserving or loss forecasting.","The paper addresses interest rate risk modeling for P&C insurers’ bond portfolios, which is tangential to reserving and lacks direct applicability to the working party’s focus.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,88,2504.09396v2,Adaptive Insurance Reserving with CVaR-Constrained Reinforcement Learning under Macroeconomic Regimes,http://arxiv.org/abs/2504.09396v2,2025-04-13T01:43:25+00:00,Stella C. Dong,Dong,Dong,Stella C. Dong,8,True,True,"The frames reserving a sequential decision problem using reinforcement learning with CVaR constraints to manage tail risk and solvency macroeconomic, showing improved risk control over classical methods.",Reinforcement learning with CVaR constraints can enhance reserve adequacy and solvency governance by dynamically adapting to macroeconomic regimes while penalizing tail-risk exposure.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,89,1808.00444v1,String tension and robustness of confinement properties of in the Schwinger-Thirring model,http://arxiv.org/abs/1808.00444v1,2018-08-01T17:47:56+00:00,Joao C. Pinto Barros,Barros,Barros; Dalmonte; Trombettoni,Joao C. Pinto Barros; Marcello Dalmonte; Andrea Trombettoni,0,False,True,"The investigates confinement and screening in the Schwinger-Thirring model, analyzing effects of interactions and gauge field dimensions, with potential experimental realization using ultracold atoms.","Confinement or screening in 1+1 dimensional models is determined by the dimensionality of matter fields, not gauge fields, and remains robust under added interactions or higher-dimensional gauge fields.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,90,2105.08690v2,"""Worst-Case"" Micro-Lensing in the Identification and Modeling of Lensed Quasars",http://arxiv.org/abs/2105.08690v2,2021-05-18T17:21:15+00:00,Luke Weisenbach,Weisenbach,Weisenbach; Schechter; Pontula,Luke Weisenbach; Paul Schechter; Sahil Pontula,0,False,True," paper examines worst-case micro-lensing effects in astrophysical observations of lensed quasars, focusing on magnification uncertainties under specific gravitational lensing models.","Worst-case micro-lensing fluctuations are bounded for macro-minima and saddles under certain stellar fraction conditions, but demagnifications at saddles can become unbounded as macro-magnification approaches zero.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,91,2004.08032v3,A non-convex regularization approach for stable estimation of loss development factors,http://arxiv.org/abs/2004.08032v3,2020-04-17T02:05:43+00:00,Himchan Jeong,Jeong,Jeong; Chang; Valdez,Himchan Jeong; Hyunwoong Chang; Emiliano A. Valdez,7,True,True,"The paper introduces a non-convex regularization method (LAAD penalty) to stabilize loss development factor estimation in claims reserving, on real P&C data with a provably convergent coordinate descent algorithm.","Non-conv LAAD regularization improves stability and variable selection in estimating loss development factors, offering a practical alternative traditional regression models in reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,92,2603.13803v1,ALTIS: Automated Loss Triage and Impact Scoring from Sentinel-1 SAR for Property-Level Flood Damage Assessment,http://arxiv.org/abs/2603.13803v1,2026-03-14T07:22:43+00:00,Amogh Vinaykumar,Vinaykumar,Vinaykumar; Kamasani,Amogh Vinaykumar; Prem Kamasani,3,False,True,"ALT satellite-based using SAR imagery to generate property-level flood damage scores for faster claims triage, to reduce inspections by52% while maintaining high recall of severe claims.","The system prioritizes operational efficiency in postlood claims handling rather than reserve estimation or development modeling, limiting its relevance touarial reserving research.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,93,2510.27519v1,Mastering an Accurate and Generalizable Simulation-Based Method to Obtain Bias-corrected Point Estimates and Sampling Variance for Any Effect Sizes,http://arxiv.org/abs/2510.27519v1,2025-10-31T14:46:25+00:00,Shinichi Nakagawa,Nakagawa,Nakagawa; Mizuno; Williams; Ortega; Drobniak; Lagisz; Yang; Senior; Noble; Lundgren,Shinichi Nakagawa; Ayumi Mizuno; Coralie Williams; Santiago Ortega; Szymon M. Drobniak; Malgorzata Lagisz; Yefeng Yang; Alistair M. Senior; Daniel W. A. Noble; Erick Lundgren,2,False,True,,"SAFE bootstrap simplifies variance estimation for sizes in meta-analysis through simulation, but offers direct relevance to actuarial claims reserving or loss reserve uncertainty quantification.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,94,2007.15475v1,Connecting actuarial judgment to probabilistic learning techniques with graph theory,http://arxiv.org/abs/2007.15475v1,2020-07-29T13:24:40+00:00,Roland R. Ramsahai,Ramsahai,Ramsahai,Roland R. Ramsahai,6,False,True,"The using graphical models to represent actial models incorporate actuarial judgment, particularly with dynamic data like telematics, though it lacks direct reserving applications or empirical validation.","Graphical models offer a framework to integrate actuarial judgment with probabilistic learning, but the paper does not demonstrate concrete reserving use cases or practical improvements over existing methods.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,95,2504.09292v1,Stochastic Claims Reserving Using State Space Modeling,http://arxiv.org/abs/2504.09292v1,2025-04-12T17:29:29+00:00,Rajesh Selukar,Selukar,Selukar,Rajesh Selukar,8,True,True,"This paper presents state space framework stochastic claims res, using Kalman filtering and smoothing to estimate IBNR reserves and their uncertainty, with reproducible SAS code and real data illustrations.","State space models offer a statistically robust, transparent, and comput tractable approach to stochastic reserving with built-in uncertainty quantification, directly to actuarial practice.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,96,2407.12564v1,Shackling Uncertainty using Mixed Criticality in Monte-Carlo Tree Search,http://arxiv.org/abs/2407.12564v1,2024-07-17T13:48:05+00:00,Franco Cordeiro,Cordeiro,Cordeiro; Tardieu; Pautet,Franco Cordeiro; Samuel Tardieu; Laurent Pautet,1,False,True,"The paper extends Monte Carlo Tree Search with Criticality concepts to handle uncertain resource costs in embedded systems, focusing on real-time decision-making under uncertainty for tasks of criticality.","The proposed (MC)²TS method improves resource allocation under cost uncertainty by adapting task criticality levels, but it has no direct or transferable application to actuarial claims reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,97,2212.00985v1,A comparative analysis of several multivariate zero-inflated and zero-modified models with applications in insurance,http://arxiv.org/abs/2212.00985v1,2022-12-02T05:36:28+00:00,Pengcheng Zhang,Zhang,Zhang; Pitt; Wu,Pengcheng Zhang; David Pitt; Xueyuan Wu,5,False,True,"Theivariate zero-inflated and-modified models for modeling correlated claim frequencies in auto insurance, particularly addressing excess or deficient common zeros, using Spanish data.","Multivariate zero-modified models offer a flexible approach to handle both zeroflation and zero-deflation in correlated claim frequency data, which may inform reserving when frequency drives severity or exposure adjustments.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,98,2405.02871v2,Modeling frequency distribution above a priority in presence of IBNR,http://arxiv.org/abs/2405.02871v2,2024-05-05T09:57:11+00:00,Nicolas Baradel,Baradel,Baradel,Nicolas Baradel,6,False,False,,"Schnieper’s model provides a consistent Poisson-based foundation for estimating claim frequencies above a priority, with Negative Binomial offering comparable results and bootstrap enhancing uncertainty assessment.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,99,2401.07724v1,A non-parametric estimator for Archimedean copulas under flexible censoring scenarios and an application to claims reserving,http://arxiv.org/abs/2401.07724v1,2024-01-15T14:38:49+00:00,Marie Michaelides,Michaelides,Michaelides; Cossette; Pigeon,Marie Michaelides; Hélène Cossette; Mathieu Pigeon,6,False,True,,"The method enables better modeling of dependence structures in censored claims data, which can support more accurate reserve estimation when integrated into broader reserving frameworks.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,100,2504.07014v2,"Fermi surface as a quantum critical manifold: gaplessness, order parameter, and scaling in $d$-dimensions",http://arxiv.org/abs/2504.07014v2,2025-04-09T16:31:07+00:00,Gennady Y. Chitov,Chitov,Chitov,Gennady Y. Chitov,0,False,True,"The paper explores quantum criticality in d-dimensionalionic systems focusing on Fermi surfaces as gapless manifolds and their role in Lifshitz transitions, with analysis of scaling behavior and universality classes in free and interacting systems.","Fermi surfaces act quantum critical manifolds governing gapless metallic phases and universal scaling behavior across dimensions, independent of interactions.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,101,1908.03239v2,Hamming and simplex codes for the sum-rank metric,http://arxiv.org/abs/1908.03239v2,2019-08-08T19:04:18+00:00,Umberto Martínez-Peñas,Martínez-Peñas,Martínez-Peñas,Umberto Martínez-Peñas,0,False,True,"This introduces sum-rank Ham and simplex codes for correction in multishot matrix-multiplicative channels, with theoretical bounds and decoding algorithms, but has no connection to actuarial reserving or insurance loss modelling.","The paper advances coding theory for matrix channels but offers no relevance claims reserving, probabilistic forecasting, or actuarial machine learning applications.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,102,2502.20785v3,GraphCheck: Multipath Fact-Checking with Entity-Relationship Graphs,http://arxiv.org/abs/2502.20785v3,2025-02-28T07:06:19+00:00,Hyewon Jeon,Jeon,Jeon; Lee,Hyewon Jeon; Jay-Yoon Lee,1,False,False,,"The paper introduces a graph-based multi-path reasoning system for automated fact-checking, which has no direct or transferable relevance to actuarial claims reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,103,1904.01199v2,Continuous chain-ladder with paid data,http://arxiv.org/abs/1904.01199v2,2019-04-02T03:49:18+00:00,Stephan M. Bischofberger,Bischofberger,Bischofberger; Hiabu; Isakson,Stephan M. Bischofberger; Munir Hiabu; Alex Isakson,8,True,True,"The introduces a continuous-time framework for claims reserving thatinterprets chain-ladder development factors as estimators of a cost-weighted hazard function, proposing kernel-smoothed alternatives and validating them with real data and simulations.","Chain-ladder can be viewed as a histogram estimator in continuous time, and replacing it with kernel smoothers improves reserve prediction under aggregation limits.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,104,1710.07448v2,Minimax state estimates for abstract Neumann problems,http://arxiv.org/abs/1710.07448v2,2017-10-20T08:21:14+00:00,Alexander Nakonechnyi,Nakonechnyi,Nakonechnyi; Zhuk,Alexander Nakonechnyi; Sergiy Zhuk,1,False,True,"The paper derivesax for abstract Neumann problems inbert space under uncertain inputs and noisy observations, with a focus on theoretical robustness and asymptotic exactness, illustrated via a 2D Poisson equation example.",This work provides theoreticalax estimation for abstract PDEs under uncertainty but has no practical connection to actuarial claims reserving or loss modelling.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,105,2203.00184v2,On the impact of outliers in loss reserving,http://arxiv.org/abs/2203.00184v2,2022-03-01T02:23:01+00:00,Benjamin Avanzi,Avanzi,Avanzi; Lavender; Taylor; Wong,Benjamin Avanzi; Mark Lavender; Greg Taylor; Bernard Wong,8,True,True,"This paper analyzes how outliers affect reserve estimates and prediction errors under Mack’s Model and Bornhuetter-Ferguson, using impact functions derived from derivatives of statistics with respect to observations, illustrated with real insurer data.","Outliers can significantly distort reserve estimates in Mack’s Model and Bornhuet-Ferguson, with impact varying across the loss triangle and depending on other cells’ values.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,106,1612.03066v2,Parameter uncertainty and reserve risk under Solvency II,http://arxiv.org/abs/1612.03066v2,2016-12-09T15:54:11+00:00,Andreas Fröhlich,Fröhlich,Fröhlich; Weng,Andreas Fröhlich; Annegret Weng,8,True,True," paper examines parameter uncertainty Solvency II reserve risk, arguing that classical reserving methods are inadequate for capturing economic loss risk and proposing an adapted method that better meets required confidence levels.","Standard bootstrapping fails to meet Solvency II’s confidence level requirements for reserve risk, and an adapted Froehlich-style method offers a more appropriate approach to parameter uncertainty modelling.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,107,2312.14324v2,A multistate approach to disability insurance reserving with information delays,http://arxiv.org/abs/2312.14324v2,2023-12-21T22:33:25+00:00,Oliver Lunding Sandqvist,Sandqvist,Sandqvist,Oliver Lunding Sandqvist,7,True,True,"The paper introduces a real-time individual reserving model for disability insurance that accounts for reporting and adjudication delays, extending classic multistate models with practical parametric estimators and a real-data application.","By decoupling available information from the underlying biometric process, the model enables more accurate real-time reserving in disability insurance despite significant claim delays.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,108,1909.02403v3,Predictive Claim Scores for Dynamic Multi-Product Risk Classification in Insurance,http://arxiv.org/abs/1909.02403v3,2019-09-05T13:39:17+00:00,Robert Matthijs Verschuren,Verschuren,Verschuren,Robert Matthijs Verschuren,4,False,True,"The paper extends-M models to incorporate dynamic, multi-product claim scores for risk classification, using non-linear effects and real-world Dutch P&C data show profitability from leveraging cross-product claims history.","Incorporating dynamic, cross-product claim scores risk classification can improve, but the focus is on and a posteriori risk segmentation rather than reserving or reserve uncertainty.",False
